numero_expediente,empresa,estado,municipio_o_delegacion,clinica_veterinaria,farmacia_veterinaria,hospital_veterinario
1500-16-20,Rosalia Rangel Martinez,Michoacan,Morelia,no,no,si
1501-15-20,Alejandra Pina Vite,Mexico,Ecatepec,no,no,si
1502-14-20,Karla Ivonne Vazquez Partida,Jalisco,Tlaquepaque,si,no,no
1503-15-20,Luis Antonio Velez Alavez,Mexico,Cuautitlan Izcalli,si,no,no
1505-02-20,Evelia Rivera Soto,Baja California,Tijuana,si,no,no
1506-05-20,Laura Nallely Munoz Saenz,Coahuila,Torreon,si,no,no
1508-09-20,Centro Veterinario de Especialidades Ikal SA de CV,Ciudad de Mexico,Coyoacan,si,no,no
1509-09-20,Fondo de Investigacion y Salud Para Bienestar Animal SA de CV,Ciudad de Mexico,Azcapotzalco,no,no,si
1510-19-20,Isaac Herrera Lozano y O Delka Hospital Veterinario,Nuevo Leon,Garcia,si,no,no
1511-22-20,Paola Denys Guzman Salaya y O Pets Avenue,Queretaro,Queretaro,si,no,no
1512-23-20,Servicios Integrales Amikoo SA de CV,Quintana Roo,Benito Juarez,si,no,no
1513-15-20,Alejandro Gonzalez Hernandez y O Clinica Veterinaria Akela,Mexico,Tlalnepantla de Baz,si,no,no
1514-11-20,Abraham Ramses Cabrera Medel,Guanajuato,Celaya,si,no,no
1515-15-20,Ivet Sarai Ruiz de Esparza Abarca y O Hospital Veterinario Myvet,Mexico,Tecamac,no,no,si
1516-15-20,Marisol Arias Robledo y O Arias Pet Hospital,Mexico,Texcoco de Mora,si,no,no
1517-02-20,Francisco Madrigal Madrigal y O Hospivet,Baja California,Tijuana,si,no,no
1518-23-20,Ingrid Cristina Millan Lizarraga,Quintana Roo,Benito Juarez,si,no,no
1519-15-20,Cristobal Garcia Hernandez,Mexico,Naucalpan,si,no,no
1521-05-20,Luis Manuel de la Cueva Hernandez y O Dimavet,Coahuila,Torreon,si,no,no
1522-09-20,Maria Guadalupe Hernandez Martinez,Ciudad de Mexico,Coyoacan,si,no,no
1524-05-20,Rodolfo Mendoza Apolonio,Coahuila,Torreon,si,no,no
1525-14-20,Oscar Eutiquio Duenas Valdez,Jalisco,Zapopan,si,no,no
1526-14-20,Diana Jalomo Aguirre,Jalisco,Guadalajara,si,no,no
1527-09-20,Gs Quality Services SA de CV,Ciudad de Mexico,Benito Juarez,si,no,no
1528-13-20,Abigail Morales Bazan y O Animal Hope,Hidalgo,Mineral de la Reforma,si,no,no
1529-15-20,Francisco Heriberto Sanchez de la Barquera Coronel y O Clinica Veterinaria Fuentes,Mexico,Atizapan de Zaragoza,si,no,no
1530-25-20,Jose Fernando Cazarez Valdez,Sinaloa,Culiacan,si,no,no
1532-11-20,Norma Angelica Palomares Garcia y O Hospital Veterinario Healthy Puppy,Guanajuato,Leon,no,no,si
1533-09-20,Darwin del Angel Agulo Narvaez,Ciudad de Mexico,Benito Juarez,si,no,no
1534-09-20,Daniel Alejandro Garcia Moreno y O Clinica Veterinaria Shuncu Vet,Ciudad de Mexico,Gustavo a Madero,si,no,no
1535-10-20,Antonio Ocampo Andrade y O Pet'S Poodle'S,Durango,Gomez Palacio,si,no,no
1536-28-20,Monica del Angel Gamez,Tamaulipas,Tampico,si,no,no
1537-02-20,Maria del Rocio Prieto Chavez,Baja California,Mineral de la Reforma,si,no,no
1538-02-20,Francisco Dominguez Serrano,Baja California,Tijuana,si,no,no
1539-09-20,Daniel Hernandez Perez Tagle y O Unidad Veterinaria de Mexico,Ciudad de Mexico,Miguel Hidalgo,si,no,no
1540-14-20,Ramiro Adrian Lopez Arroyo,Jalisco,Zapopan,si,no,no
1541-15-20,Iliane Zetina Marin y O Clinica Veterinaria Pet Hills,Mexico,Paseos del Bosque,si,no,no
1542-21-20,Ruth Viviana Benitez Ornelas,Puebla,Tehuitzingo,si,no,no
1543-28-20,Jose Alberto Hernandez Perez,Tamaulipas,Matamoros,si,no,no
1544-14-21,Isaura Elizabeth Chan Fernandez,Jalisco,Zapopan,si,no,no
1545-15-21,Ana Paola Lozano Estrada,Mexico,Chimalhuacan,si,no,no
1546-14-21,Alfonso Jimenez Salazar,Jalisco,Guadalajara,si,no,no
1547-09-21,Abuelo Santino Rambo SA de CV,Ciudad de Mexico,Tlalpan,no,no,si
1548-18-21,Edmundo Orozco Ramirez,Nayarit,Tepic,si,no,no
1549-28-21,Victor Hugo Mendoza San Luis y O Hospital Veterinario San Luis,Tamaulipas,Tampico,no,no,si
1550-15-21,Eric Lara Cadena,Mexico,Ecatepec,si,no,no
1551-09-21,Abel Ortega Cruz,Ciudad de Mexico,Tlalpan,si,no,no
1552-28-21,Miriam Cruz Lopez y O Clinica Hospital y Estetica San Miguel,Tamaulipas,Matamoros,si,no,no
1553-15-21,Andrea Guadalupe Oscoy Alvarez,Mexico,Nezahualcoyotl,si,no,no
1554-16-21,Jesica Paloma Pineda Rodriguez,Michoacan,Uruapan,si,no,no
1555-09-21,Elizabeth Perez Vazquez y O Clinica Veterinaria la Vet,Ciudad de Mexico,Cuajimalpa,si,no,no
1556-23-21,Ivan Garcia Roque,Quintana Roo,Benito Juarez,si,no,no
1557-14-21,Helena Cervantes Zepeda,Jalisco,Guadalajara,si,no,no
1558-15-21,Maria Alejandra Corona Cordero,Mexico,Tlalnepantla de Baz,si,no,no
1559-09-21,Hector Antonio Leguz Gutierrez Morales,Ciudad de Mexico,Xochimilco,si,no,no
1560-16-21,Rivera Saavedra Comercializadora S de Rl de CV,Michoacan,Morelia,si,no,no
1561-01-21,Eugenia Estefania Macias Quintero y O Clinica Veterinaria San Francisco,Aguascalientes,Aguascalientes,si,no,si
1562-15-21,Carlos Rodriguez Montoya y O Veterinaria Coacalco,Mexico,Coacalco de Berriozabal,si,no,no
1563-22-21,Andira Alejandra Hernandez Romahn y O Centro Veterinario,Queretaro,Queretaro,si,no,no
1564-11-21,Jesus Emmanuel Rivera Barroso y O Forrajera la Vaca Negra,Guanajuato,Penjamo,si,no,no
1565-09-21,Servicios Veterinarios Especializados Moka Sociedad Por Acciones Simplificadas de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
1567-10-21,Geronimo de Jesus Maldonado Egure,Durango,Durango,si,no,no
1568-14-21,Naysin Fernanda Duenas Vallejo,Jalisco,Zapopan,si,no,si
1569-01-2021,Alejandro Ismael Charur Reyes,Aguascalientes,Aguascalientes,si,no,no
1570-01-2021,Leonardo Ernesto Quintero Alvarado,Aguascalientes,Aguascalientes,si,no,no
1571-01-2021,Mary July Alonso Valdes,Aguascalientes,Aguascalientes,si,no,no
1572-01-2021,Fernando Arturo Lozano Mascarua,Aguascalientes,Aguascalientes,si,no,no
1573-09-2021,Servicios Para Mascotas Maiquetia SA de CV,Ciudad de Mexico,Tlalpan,si,no,si
1574-19-2021,Lomont Patria Sapi de CV,Jalisco,Zapopan,si,no,si
1575-16-2021,Sergio Mendez Delgadillo,Michoacan,Michoacan,si,no,no
1576-21-2021,Jose Antonio Gonzalez Huerta y O Clinica Veterinaria Picos y Plumas,Puebla,Puebla,si,no,no
1577-16-21,Tomas Eduardo Sevilla Ambriz,Michoacan,Sahuayo,si,no,no
1578-14-21,Zoologico Guadalajara,Guadalajara,Guadalajara,si,ni,no
1579-09-21,Hospital de Pequenas Especies Peques Sc,Ciudad de Mexico,Azcapotzalco,si,no,si
1580-08-21,Narda Guadalupe Favela Perez,Chihuahua,Chihuahua,si,no,no
1581-09-21,Hospital Veterinario de Especialidades Bruselas Sc,Ciudad de Mexico,Coyoacan,no,no,si
1582-14-21,Kepa Aguirregabiria de Miguel,Jalisco,San Pedro Tlaquepaque,si,no,no
1583-01-21,Roberto Ramirez Hernandez,Aguascalientes,Aguascalientes,si,no,no
1584-09-21,Nancy Guadalupe Rosas Sandoval,Ciudad de Mexico,Alvaro Obregon,si,no,no
1585-01-21,Lucy Esquivel Acevedo,Aguascalientes,Aguascalientes,si,no,no
1586-09-21,Petcare Servicios Medicos Veterinarios S de Rl de CV,Ciudad de Mexico,Benito Juarez,no,no,si
1587-16-21,Marco Antonio Mendoza Rivera y O Loveth Hospital Veterinario,Michoacan,Morelia,no,no,si
1588-14-21,Luis Preciado Almaraz,Jalisco,Guadalajara,si,no,no
1589-14-21,Gerkyl Leguz Gutierrez Hartmann,Jalisco,Zapopan,si,no,no
1590-14-21,Nallely Karina Rosas Tejada,Jalisco,Guadalajara,si,no,no
1591-14-21,Cecilia Guiza Trujillo,Jalisco,Guadalajara,si,no,no
1592-19-21,Rancho Tio Edu Spr de Rl de CV,Nuevo Leon,Monterrey,si,no,no
1593-01-21,Maria Eugenia Andrade Carreon,Aguascalientes,Aguascalientes,si,no,no
1594-09-21,Marco Vinicio Escobar Flores,Ciudad de Mexico,Tlalpan,si,no,no
1595-01-21,Martha Karina Fuentes Esparza y O Veterinaria de la Dogtora Petdiatra,Aguascalientes,Jesus Maria,si,no,si
1596-01-21,Myrna Alicia Lopez Martin Guel,Aguascalientes,Aguascalientes,si,no,no
1597-14-21,German Ivan Carranza Perez,Jalisco,Zapopan,si,no,si
1598-15-21,Jacqueline Garcia Rivera,Mexico,Tlalnepantla de Baz,si,no,no
1599-15-21,Clinica Veterinaria Zona Animal S de Rl de CV,Mexico,Acolman,si,no,no
1600-17-21,Pet Inn Sc,Morelos,Cuernavaca,si,no,si
1601-14-21,Aidee Madariaga Ruiz Velasco,Jalisco,Zapopan,si,no,no
1602-15-21,Juan Manuel Rojano Diaz,Mexico,Atenco,si,no,no
1603-01-21,Alfredo Manuel Medina Trejo,Aguascalientes,Aguascalientes,si,no,no
1604-23-21,Victor Alejandro Alvarez Salazar,Quintana Roo,Benito Juarez,si,no,si
1605-14-21,Sergio Humberto Salinas Navarrete,Jalisco,Zapopan,si,no,si
1606-02-21,Silvia Arriaga Corona,Baja California,Tijuana,si,no,no
1607-16-21,Katy Aracely Cedano Martinez,Michoacan,Morelia,no,no,si
1608-16-21,Karhantani Ac,Michoacan,Morelia,si,no,no
1609-14-21,Hospital Veterinario San Javier SA de CV,Jalisco,Zapopan,si,no,no
1610-07-21,Delia Cristina Perez Hernandez,Chiapas,Tuxtla Gutierrez,si,no,no
1612-28-21,Alicia Elizabeth Acevedo Oliva,Tamaulipas,Reynosa,si,no,no
1613-02-21,Martha Elena Ortiz Aburto,Baja California,Tecate,si,no,no
1614-02-21,Reyna Elizabeth Martinez Vaca,Baja California,Mineral de la Reforma,si,no,no
1615-01-21,Hector Alejandro Salazar de la Rosa,Aguascalientes,Aguascalientes,si,no,no
1616-01-21,Javier Felix Quezada,Aguascalientes,Aguascalientes,si,no,no
1617-01-21,Carlos Alberto Chavez Valencia,Aguascalientes,Aguascalientes,si,no,no
1619-01-21,Flavio Rosales Lopez,Aguascalientes,Aguascalientes,si,no,no
1620-01-21,Edgar Omar Lopez Sevilla,Aguascalientes,Aguascalientes,si,no,no
1621-01-21,Francisco Javier Morones Lopez,Aguascalientes,Aguascalientes,si,no,no
1622-01-21,Shinji Alcala Okayasu,Aguascalientes,Aguascalientes,si,no,no
1623-15-21,Flor Arroyo Salazar,Mexico,Estado de Mexico,si,no,no
1624-22-21,Rosa Martha Sanchez Ruiz,Queretaro,San Juan del Rio,si,no,si
1625-01-21,Gerardo Bernal Reza,Aguascalientes,Aguascalientes,si,no,no
1626-01-21,David Castillejos Gomez,Aguascalientes,Aguascalientes,si,no,no
1627-05-21,Ana Lilia Trevino Sanchez,Coahuila,Saltillo,si,no,no
1628-02-21,Ramon Iriarte Aruajo,Baja California,Tijuana,si,no,no
1629-28-21,Fabiola de Jesus Garza Puente,Tamaulipas,Ciudad Victoria,si,no,no
1630-22-21,Hugo Aguirre Escalante,Queretaro,Queretaro,si,no,no
1631-26-21,Ignacio Ivan Maldonado Pena,Sonora,Sonora,si,no,no
1632-01-21,Carlos Omar Lopez Olac,Aguascalientes,Jesus Maria,si,no,no
1633-02-21,Lilian Catalina Villafana Lopez,Baja California,Tijuana,si,no,no
1634-01-21,Carolina Cons Sosa,Aguascalientes,"Pabellon De
Arteaga",si,no,no
1635-23-21,Linda Adoracion Ceron Calderon,Quintana Roo,Benito Juarez,si,no,si
1636-09-21,Perros Discapacitados de Mexico Sc de Rl de CV,Ciudad de Mexico,Xochimilco,si,no,no
1637-01-21,Vetcan Clinica Veterinaria,Aguascalientes,Aguascalientes,si,no,no
1639-01-21,Sergio Daniel Main Elias,Aguascalientes,Aguascalientes,si,no,no
1640-30-21,Josephine Regueiro Lazcano,Veracruz,Xalapa,si,no,no
1641-16-21,Ana Luisa Calderon Guzman,Michoacan,Michoacan,si,no,no
1642-09-21,Albeitar Sc,Ciudad de Mexico,Hermosillo,si,no,no
1644-09-21,Efrain de Jesus Soto Ruiz,Ciudad de Mexico,Benito Juarez,si,no,no
1645-15-21,Escuela de Jinetes y Desarrollos Equinos S de Rl de CV,Mexico,Texcoco de Mora,si,no,si
1646-01-21,Andrea Bustamante Alzaga,Aguascalientes,Aguascalientes,si,no,si
1647-01-21,Janeth Paulina Ramirez Castillo,Aguascalientes,Aguascalientes,si,no,si
1648-01-21,Jorge Alberto de la Serna Mora,Aguascalientes,Aguascalientes,si,no,si
1649-01-21,Francisco Javier Rodriguez Reyes,Aguascalientes,Aguascalientes,si,no,si
1650-09-21,Iram Alberto Estrada Cardona,Ciudad de Mexico,Azcapotzalco,si,no,no
1651-09-21,Aldo Alain Diaz Garduno,Ciudad de Mexico,Coyoacan,si,no,si
1652-09-21,Cuidado Animal y Servicios SA de CV,Ciudad de Mexico,Benito Juarez,si,no,no
1653-01-21,Fabiola Ayluardo Rivera Clinica Veterinaria Jardines,Aguascalientes,Aguascalientes,si,no,no
1654-31-21,Marco Gerardo Paez Angeles Hospital Medivet,Yucatan,Merida,no,no,si
1657-16-22,Daniel Alejandro Gomez Pizarro,Michoacan,Morelia,no,no,si
1658-14-22,Adriana Margarita Maldonado Ramirez,Jalisco,Guadalajara,si,no,no
1660-09-22,Juan Ignacio Monroy Basilio,Ciudad de Mexico,Cuauhtemoc,si,no,no
1661-09-22,Alan Fuentes Lopez Veterinaria San Roque,Ciudad de Mexico,Alvaro Obregon,si,no,no
1662-19-22,Alma Rosa Gonzalez Flores Hospital Veterinario Hega,Nuevo Leon,Juarez,si,no,si
1663-22-22,Cecilia Cristina Arciniega Najera Veterinaria la Rabia,Queretaro,Queretaro,si,no,no
1664-09-22,Cristina Mora Zamora,Ciudad de Mexico,Azcapotzalco,si,no,si
1665-15-22,Raul Carrillo Navarrete,Mexico,Huixquilucan,si,no,no
1666-15-22,Julio Cesar Velazquez Maya,Mexico,Toluca,si,no,no
1667-14-22,Jose Antonio Valdez Sosa,Coahuila,Zapopan,si,no,si
1668-09-22,Maria Jimena Ramirez Romero,Ciudad de Mexico,Benito Juarez,si,si,no
1669-01-22,Enrique Hernandez Rios,Aguascalientes,Aguascalientes,si,no,no
1670-28-22,Rodolfo Gonzalez Garza,Tamaulipas,Matamoros,si,no,no
1671-09-22,Francisco Javier Verastegui Casas y O Consultorio Zoorecnista,Ciudad de Mexico,Tlalpan,si,no,si
1672-15-22,Francisco Javier Serna Luna y O Veterinaria Monstruitos,Mexico,Nezahualcoyotl,si,no,no
1673-09-22,Petngo SA de CV,Ciudad de Mexico,Benito Juarez,si,no,no
1674-22-22,Edgardo Eslava Jimenez,Queretaro,Queretaro,si,no,no
1675-01-22,Nancy Guadalupe Gonzalez Campos,Aguascalientes,Aguascalientes,si,no,no
1676-09-22,Minerva Carolina Torres Ortiz y O Guardy-Kan,Ciudad de Mexico,Benito Juarez,si,no,no
1677-01-22,Leslya Ivonne Soria Rodriguez,Aguascalientes,Aguascalientes,si,no,si
1678-09-22,Pet You Hospital Para Mascotas SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,si,si
1679-09-22,Cat Care SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,si,si
1680-09-23,Hospital de Especialidad En Oncologia Veterinaria Py SA de CV,Ciudad de Mexico,Miguel Hidalgo,si,si,si
1681-09-22,Monica Aridai Ramos Jardines,Ciudad de Mexico,Tlahuac,no,si,si
1682-09-2022,Cristobal Rocha Jaime y O Rancho Don Manuel Animal Health Care,Ciudad de Mexico,Azcapotzalco,si,si,no
1683-14-2022,Laura Margarita Aguila Pena,Jalisco,Zapopan,si,si,no
1684-09-2022,Manuel Arturo Rangel Quintanar,Ciudad de Mexico,Benito Juarez,si,no,no
1685-23-2023,Larissa Odette Macias Garcia,Quintana Roo,Cozumel,si,si,si
1686-14-2023,Africare S de Rl de CV,Jalisco,Zapopan,no,si,si
1687-30-2023,Jorge Daniel Trujillo Rios,Veracruz,Ursulo Galvan,si,no,si
1688-19-2023,Vicky Viridiana Guzman Garza,Nuevo Leon,Monterrey,si,no,si
1689-09-2023,Alimentos y Articulos Para Mascotas Los Huertos SA de CV,Ciudad de Mexico,Gustavo a Madero,si,no,si
1690-14-2023,Centro Veterinario y Oncologia Veterinaria Valles Sc,Jalisco,Zapopan,si,no,no
1691-09-2023,Rosa Elena Nunez Cruz,Ciudad de Mexico,Gustavo a Madero,si,no,no
1693-09-22,Tania Edith Arroyo Manzanilla Carevet,Ciudad de Mexico,Coyoacan,si,no,no
1694-15-22,Christian Matus Escobedo,Mexico,Tlalnepantla de Baz,si,no,si
1695-16-22,Ricardo Nayem el Mosri Bohsain,Michoacan,Uruapan,si,no,no
1696-22-22,Edgardo Eslava Jimenez,Queretaro,Queretaro,si,no,no
1697-09-22,Mitzi Sarahi Anaya Garcia,Ciudad de Mexico,Iztacalco,si,no,si
1698-09-22,Universidad del Valle de Mexico Sc Hospital Veterinario Uvm,Ciudad de Mexico,Coyoacan,si,no,si
1699-09-22,Liliana Raygoza Salinas,Ciudad de Mexico,Miguel Hidalgo,si,no,no
1700-09-22,Cristobal Garcia Hernandez,Mexico,Benito Juarez,si,no,no
1701-09-22,Fernando Lizarraga Parada,Ciudad de Mexico,Coyoacan,si,no,no
1702-15-22,Alegriacanina SA de CV,Mexico,Atizapan de Zaragoza,si,no,no
1703-28-22,Elva Karina Calvillo Huereca (Centro Veterinario Clinican),Tamaulipas,Rio Bravo,si,no,no
1704-2822,Victor Alejandro Parra Munoz (Veterinaria Parra),Tamaulipas,Reynosa,si,no,si
1707-09-22,Paulina Rigual Solis,Ciudad de Mexico,Benito Juarez,si,no,no
1708-09-22,Grupo Veterinario Axioma SA de CV,Ciudad de Mexico,Benito Juarez,si,no,no
1709-09-22,Servicios Veterinarios Especializados Moka Sociedad Por Acciones Simplificadas de CV,Ciudad de Mexico,Cuauhtemoc,si,no,no
1710-13-22,Ricardo David Calderon Zamora,Hidalgo,Tolcayuca,si,no,no
1711-09-22,Servicios Profesionales Para Mascotas Dermavet,Ciudad de Mexico,Iztacalco,no,no,si
1712-09-22,Alba Guadalupe Navarrete Duarte,Ciudad de Mexico,Tlalpan,si,no,no
1713-28-22,Hector Maldonado Alfaro,Tamaulipas,Reynosa,si,no,si
1714-15-22,Israel Cruz Vergara,Mexico,Zinacantepec,si,no,no
1715-28-22,Maria Elena Melo Gutierrez,Tamaulipas,Ciudad Madero,si,no,no
1716-14-22,Servicios Medicos de Minima Invasion S de Rl de CV,Jalisco,Zapopan,si,no,no
1717-15-22,Medica Veterinaria Coovet,Mexico,Metepec,no,si,si
1718-14-22,Iaosa Pets SA de CV,Jalisco,Tlajomulco de Zuniga,si,no,no
1719-11-22,Miau Centro Medico Felino,Guanajuato,Ciudad de Leon,si,si,si
1720-15-22,Gabriela Villagrana Santana,Mexico,Tlalnepantla de Baz,si,no,no
1721-02-22,Marcela Jimenez Marigal Moncayo,Baja California,Tijuana,no,no,si
1722-11-22,Karina Rodriguez Lopez,Guanajuato,Leon,si,no,si
1723-14-22,Pablo Daniel Gonzalez Sandoval,Jalisco,Guadalajara,si,si,no
1724-09-22,Hospital de Especialidad En Oftalmologia Veterinaria Py SA de CV,Ciudad de Mexico,Miguel Hidalgo,no,si,si
1725-02-22,Jorge Antonio Luna Isaac,Baja California,Ensenada,si,no,si
1726-14-22,Elizabeth Arellano Herrera,Jalisco,Guadalajara,si,no,si
1728-15-22,Paula Carolina Valdivia Rosas,Mexico,Metepec,no,si,si
1729-01-22,Miguel Angel Salzar Bocanegra,Aguascalientes,Aguascalientes,si,no,no
1730-28-22,Leticia Limon Villanueva,Tamaulipas,Rio Bravo,si,si,si
1731-09-22,Tito Livio Garcia Ponce,Ciudad de Mexico,Cuauhtemoc,si,no,no
1731-13-22,Petterra Pet Care Center SA de CV,Hidalgo,Mineral de la Reforma,si,si,si
1732-09-22,Shibavet SA de CVvanne,Ciudad de Mexico,Miguel Hidalgo,si,no,no
1733-09-22,Maria Teresa Velazquez Ramirez,Ciudad de Mexico,Tlalpan,si,no,no
1734-15-22,Maria de Lourdes Patricia Hernandez Becerra,Mexico,Estado de Mexico,si,si,no
1735-11-22,Leslie Escamilla Guerrero,Guanajuato,Leon,si,no,no
1736-15-22,Miriam Leticia Becerril Moctezuma,Mexico,Texcoco de Mora,no,no,si
1737-18-23,Luis Alberto Huerta Gomez,Nayarit,Tepic,si,no,no
1738-18-22,Felipe Lugo Hernandez,Nayarit,Bahia de Banderas,si,si,no
1739-10-22,Daniela Fernanda Berumen Frias,Durango,Durango,si,si,Sin dato
1740-09-22,Leonardo Javier Maya Sanchez,Ciudad de Mexico,Iztacalco,si,si,no
1741-08-22,Francisco Javier Lozoya Chavez,Chihuahua,Camargo,si,no,no
1742-14-22,Magaly Sandoval Orozco,Jalisco,San Pedro Tlaquepaque,si,si,no
1743-14-22,Jose Guadalupe Padilla Gonzalez,Morelos,Tepatitlan de Morelos,si,no,no
1744-16-22,Jose Gerardo Ortiz Villanueva,Michoacan,Morelia,si,no,no
1745-14-22,Leonor Olvera Montes,Jalisco,Puerto Vallarta,si,no,no
1746-18-22,Ivory Marlene Lopez,Nayarit,Xalisco,si,no,no
1747-30-22,Swiss Hospital Pet SA de CV,Veracruz,Sin dato,no,no,si_
1748-09-22,Raul Ortiz Perez,Ciudad de Mexico,Miguel Hidalgo,si,si,no
1749-09-22,Grupo Empresarial Balmai & Macgon SA de CV,Ciudad de Mexico,Benito Juarez,si,no_,no_
1751-14-22,Jose Maria Arana Sanchez,Jalisco,Tlaquepaque,si,no,no
1752-15-22,Froylan Soberanes Fragoso,Mexico,Ecatepec,si,no,no
1753-09-22,Hector Manuel Sanchez Castillo,Ciudad de Mexico,Miguel Hidalgo,no,no,si
1754-05-22,Luz Maria Siller Cedillo,Coahuila,Torreon,si,no,no
1755-03-22,Eduardo Franzoni Perez,Baja California,La Paz,si,no,no
1756-15-22,Alfredo Paul Soto,Mexico,Ecatepec,no,no,si
1757-02-22,Laura Teresa Gomez Bibiano Cevallos,Baja California,Ensenada,si,no,no
1758-15-22,Camilo Andres Ramirez Alape,Mexico,Naucalpan,no,no,si
1759-09-22,Maria Elena Gomez Alvarez,Ciudad de Mexico,Coyoacan,si,no,no
1760-18-22,Antonio Valtierra Villegas,Nayarit,Tepic,si,no,no
1761-14-22,Leopoldo Ocampo Hernandez,Jalisco,Puerto Vallarta,si,no,no
1762-02-22,Jorge Francisco Vanegas Soriano,Baja California,Tijuana,si,no,no
1763-15-22,Juan Fernando Garcia Macias,Mexico,Cuautitlan Izcalli,si,no,no
1764-15-22,Eyner Rikvan Contreras Diaz,Mexico,Coacalco de Berriozabal,si,no,no
1765-18-22,Monica de Jesus Ceja Hernandez,Nayarit,Tepic,si,no,no
1766-05-22,Jose Epifanio Salgado Roman,Coahuila,Torreon,si,no,no
1767-09-22,El Imaginario de Las Macotas SA de CV,Ciudad de Mexico,Benito Juarez,si,si,si
1768-14-22,Maria de Lourdes Duenas Torres,Jalisco,Zapopan,si,no,no
1769-05-222,Itzel Cedillo Jaramillo,Coahuila,Torreon,si,no,no
1770-09-22,Maricela de la O Tapia,Ciudad de Mexico,Venustiano Carranza,si,no,no
1771-19-22,Oscar Ricardo Gonzalez Ruiz,Nuevo Leon,Nuevo Leon,no,no,no
1772-09-22,Lizbeth Edith Velasco Hernandez,Ciudad de Mexico,Benito Juarez,si,no,no
1773-13-22,Ruth Baudelia Vironchi Lujan,Nayarit,Nayarit,no,no,si
1774-09-22,Bernardo de Jesus Salgado Ruiz,Ciudad de Mexico,Tlalpan,si,no,no
1775-13-22,Rodolfo Roldan Garcia,Hidalgo,Benito Juarez,si,no,si
1776-01-22,Ilse Estefania Chavez Martin del Campo,Aguascalientes,Aguascalientes,si,no,no
1777-01-22,Gustavo Becerra Gomez,Aguascalientes,Aguascalientes,si,no,no
1778-09-22,Angelina Mata Castrejon,Ciudad de Mexico,Alvaro Obregon,no,no,si
1779-09-22,David Rodriguez Leal Vazquez,Ciudad de Mexico,Magdalena Contreras,no,no,si
1780-22-22,Paulina Noriega Medina,Queretaro,Queretaro,no,no,si
1781-14-22,Mohammad Soleimani,Jalisco,Puerto Vallarta,si,no,no
1782-09-22,Rodrigo Rodolfo Reyes Hernandez,Ciudad de Mexico,Cuauhtemoc,no,no,si
1783-09-22,Lizet Rivas Perez,Ciudad de Mexico,Coyoacan,si,no,si
1784-14-22,Francisco Javier Santana Cobian,Jalisco,Puerto Vallarta,si,no,no
1785-19-22,Lena Veronica Garcia Pena,Nuevo Leon,Guadalupe,si,no,no
1786-09-22,Cornelis Johannes de Ruiter Van Zwieten,Ciudad de Mexico,Benito Juarez,no,no,si
1787-28-22,Fernando Corripio Stolberg,Tamaulipas,Tampico,no,no,si
1788-01-22,Rene Juarez Martinez,Aguascalientes,Aguascalientes,no,no,si
1789-14-23,Giuliana Berenice Aguayo Aguirre,Jalisco,Puerto Vallarta,si,no,no
1790-23-23,Gloria Cortina Herrera,Quintana Roo,Cancun,si,no,no
1791-02-23,Antonio Fernando Pena Jasso,Baja California,Ensenada,si,no,si
1792-14-23,Alfredo Velazquez Islas,Jalisco,Puerto Vallarta,si,no,no
1793-19-23,Doggies Salud Animal Sc,Nuevo Leon,Monterrey,no,no,si
1794-15-23,Lupita Rubi Toledo Diaz,Mexico,Toluca,si,no,no
1795-06-23,Rosa Maria Reyes Martinez,Colima,Colima,si,no,no
1796-15-23,Tonantzin America Batalla Vera,Mexico,Nezahualcoyotl,si,si,si
1797-15-23,Diana Leticia Rodriguez Martinez,Mexico,Naucalpan,si,si,si
1798-18-23,Paola Betina Ocampo Silva,Nayarit,Bahia de Banderas,si,no,no
1799-09-23,Salvador Demetrio Ochoa Montoya,Ciudad de Mexico,Benito Juarez,si,no,si
1800-17-23,Maria Fernanda Velez Contreras,Morelos,Cuernavaca,si,no,no
1802-19-23,Ruben Saucedo Sanmiguel,Nuevo Leon,Guadalupe,si,no,no
1803-19-23,Julia Alicia Torres Noriega,Nuevo Leon,San Nicolas de Los Garza,si,no,no
1804-15-23,Mariano Munoz Lopez,Mexico,Metepec,si,no,no
1805-16-23,Alvaro Solis Trejo,Michoacan,Morelia,si,no,no
1806-16-23,Humberto Contreras Cornejo,Michoacan,Morelia,si,no,no
1807-14-23,Jose Isaias Sandoval Guzman,Jalisco,Guadalajara,si,no,no
1808-30-23,Raul Rebolledo Martinez,Veracruz,Boca del Rio,no,no,si
1809-15-23,Alfonso Ramos Torres,Mexico,Ecatepec,si,si,si
1810-09-23,Jorge Josafath Sampson de la Torre,Ciudad de Mexico,Coyoacan,si,no,si
1811-09-23,Gustavo Hollands Melendez,Ciudad de Mexico,Benito Juarez,si,no,si
1812-15-23,Jose Angel Hernandez Flores,Mexico,Atlacomulco,si,no,no
1813-05-23,Cuauhtemoc Ramirez de Avila,Coahuila,Torreon,si,no,no
1814-18-23,Elisa Arcelia Dominguez Rodriguez,Nayarit,Tepic,si,no,no
1815-9-23,Cecilia Ramos Aguilar,Ciudad de Mexico,Miguel Hidalgo,si,no,no
